PUBLICATION_DATE,UID,SITE_ID,UNIQUE_ID,AG_ECO3,AG_ECO3_NM,AG_ECO9,AG_ECO9_NM,AREA_CAT6,AREA_HA,BORD_LAKE,CNTYNAME,COMID,DES_FTYPE,ELEVATION,EPA_REG,EVAL_CAT,FCODE,FED_NONFED,FEOW_ID,FRAME07,FRAME12,FRAME17,FRAME17_ID,FRAME17_IDs,FRAME22_ID,FS_EW,FTYPE,GNIS_ID,GNIS_NAME,HUC2,HUC2_NM,HUC8,HUC8_NM,LAKE_ORGN,LAT_DD83,LON_DD83,MAJ_BAS_NM,MAJ_BASIN,MIS_BAS_NM,MIS_BASIN,MISS_BASIN,NA_L1CODE,NA_L1NAME,NA_L2CODE,NA_L2NAME,NARS_NAME,NES_ID,NES_SITE,OWN_NARS,PERIM_KM,PERM_ID,PSTL_CODE,REACHCODE,SOURCE,STATE_PCT,STATECTY,STATES,TNT_CAT,URBN_NLA07,URBN_NLA17,URBN_NLA22,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,XCOORD,YCOORD,FRAME22,PANEL_USE,PROB_CAT,STRATUM,WGT_CAT_NR,WGT_DSGN,WGT_TP_EXT_NLA,WGT_CAT_NR_NLA,WGT_TP_CORE_NLA,WGT_TP_NES,WGT_CAT_NES,STUDY,DATE_COL,SITESAMP,VISIT_NO,INDEX_LAT_DD,INDEX_LON_DD,INDEX_SITE_DEPTH
8/13/2024,2021107,NLA22_NE-10031,NLA_NE-10178,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,"(1,4]",3.102762994,Not_Border,Lancaster,18819710,Lake/Pond: Hydrographic Category = Perennial,448,Region_07,Target_Sampled,39004,Non-Federal,143,Exclude,Exclude,Include2017,276987,276987,438328,Not_USFS,LakePond,1770099,Walnut Creek Reservoir Number 5,H10L,Lower Missouri,H10270202,Middle Big Blue,MAN_MADE,40.64356,-96.90707,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,WALNUT CREEK RESERVOIR #5,,N,Non Federal,0.943749133,109062244,NE,R10270202001184,NHDPlusHR,100,F31109,NE,Target,Urban,Urban,Urban,47,Western Corn Belt Plains,47i,Loess and Glacial Drift Hills,-76069.35658,352650.2021,Include,NLA22_17Over,"(4,10]",NE,"NE_(4,10]",111.6003036,0,"NE_(4,10]",0,0,,NLA,8/2/2022,YES,2,40.64397,-96.90778,1.6
8/13/2024,0,NLA22_NE-10032,NLA_NE-10179,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,"(20,50]",20.25297411,Not_Border,Nemaha,3702068,Lake/Pond: Hydrographic Category = Perennial,286,Region_07,Not_Lake,39004,Non-Federal,143,Exclude,Exclude,Include2017,271355,2.71355E+11,429659,Not_USFS,LakePond,None,None,H10L,Lower Missouri,H10240005,Tarkio-Wolf,,40.28456,-95.5642,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,None,,N,Non Federal,3.887221581,148804115,NE,R10240005001069,NHDPlusHR,100,F31127,NE,NonTarget,Non-Urban,Non-Urban,Non-Urban,47,Western Corn Belt Plains,47d,Missouri Alluvial Plain,36732.21214,312157.1721,Include,NLA22_17Over,"(4,10]",NE,"NE_(4,10]",111.6003036,54.3125,"NE_(4,10]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_NE-10033,NLA_NE-10180,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(10,20]",14.42469061,Not_Border,Garden,17510584,Lake/Pond: Hydrographic Category = Perennial,1198,Region_07,Target_Inacc,39004,Non-Federal,143,Exclude,Exclude,Include2017,263786,263786,414148,Not_USFS,LakePond,830092,Fish Lake,H10L,Lower Missouri,H10180009,Middle North Platte-Scotts Bluff,NATURAL,41.89292,-102.6227,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Fish Lake,,N,Non Federal,2.669055364,148187368,NE,R10180009012962,NHDPlusHR,,F31069,NE,Target,Non-Urban,Non-Urban,Non-Urban,44,Nebraska Sand Hills,44b,Alkaline Lakes Area,-545217.9071,511152.4864,Include,NLA22_17Over,"(20,50]",NE,"NE_(20,50]",79.68089988,21.61111111,"NE_(20,50]",0,0,,NLA,,,,,,
8/13/2024,2020675,NLA22_NE-10034,NLA_NE-10181,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(4,10]",4.289650396,Not_Border,Polk,86463775,Lake/Pond: Hydrographic Category = Perennial,506,Region_07,Target_Sampled,39004,Non-Federal,143,Excluded,Excluded,Include2017,513186,513186,438119,Not_USFS,LakePond,1769675,Olson Reservoir,H10L,Lower Missouri,H10270201,Upper Big Blue,MAN_MADE,41.09124,-97.58151,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,OLSON RESERVOIR,,N,Non Federal,2.02482131,86463775,NE,R10270201002315,NHDPlusHR,100,F31143,NE,Target,Non-Urban,Non-Urban,Non-Urban,27,Central Great Plains,27f,Rainwater Basin Plains,-131791.353,403517.4115,Include,NLA22_17Over,"(1,4]",NE,"NE_(1,4]",923.1048814,277.0833333,"NE_(1,4]",775.8333333,0,,NLA,6/29/2022,YES,1,41.09126,-97.581497,1.9
8/13/2024,0,NLA22_NE-10035,NLA_NE-10182,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(1,4]",2.536627095,Not_Border,Kearney,129495328,Lake/Pond: Hydrographic Category = Perennial,632,Region_07,Lake_LT_1ha,39004,Non-Federal,143,Excluded,Excluded,Include2017,426791,426791,436753,Not_USFS,LakePond,1767371,Petersen Reservoir,H10L,Lower Missouri,H10270206,Upper Little Blue,,40.46493,-98.76769,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,Petersen Reservoir,,N,Non Federal,1.273487653,129495328,NE,R10270206006473,NHDPlusHR,100,F31099,NE,NonTarget,Non-Urban,Non-Urban,Non-Urban,27,Central Great Plains,27f,Rainwater Basin Plains,-232659.3565,335666.8173,Include,NLA22_17Over,"(1,4]",NE,"NE_(1,4]",923.1048814,277.0833333,"NE_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_NE-10036,NLA_NE-10183,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(1,4]",2.294678988,Not_Border,Sheridan,16101493,Lake/Pond: Hydrographic Category = Perennial,1068,Region_07,Target_Inacc,39004,Non-Federal,142,Exclude,Exclude,Include2017,240211,240211,388979,Not_USFS,LakePond,None,None,H10U,Upper Missouri,H10140201,Upper White,NATURAL,42.99598,-102.6679,Missouri Region,H10,Upper Missouri Region,H10U,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,None,,N,Non Federal,0.989040462,126547687,NE,R10140201004292,NHDPlusHR,100,F31161,NE,Target,Non-Urban,Non-Urban,Non-Urban,25,High Plains,25a,Pine Ridge Escarpment,-540287.4287,634429.1828,Include,NLA22_17Over,"(1,4]",NE,"NE_(1,4]",405.1826709,277.0833333,"NE_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_NE-10037,NLA_NE-10184,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(10,20]",16.85084763,Not_Border,Grant,17394502,Lake/Pond: Hydrographic Category = Perennial,1123,Region_07,Target_Inacc,39004,Non-Federal,143,Exclude,Exclude,Include2017,268389,268389,423529,Not_USFS,LakePond,827774,Bunner Lake,H10L,Lower Missouri,H10210001,Upper Middle Loup,,41.92729,-101.603,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Bunner Lake,,N,Non Federal,1.813661231,145870857,NE,R10210001000572,NHDPlusHR,100,F31075,NE,Target,Non-Urban,Non-Urban,Non-Urban,44,Nebraska Sand Hills,44d,Lakes Area,-461150.0609,509590.5202,Include,NLA22_17Over,"(10,20]",NE,"NE_(10,20]",109.3444945,30.04761905,"NE_(10,20]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_NE-10038,NLA_NE-10185,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,"(1,4]",1.15721433,Not_Border,Knox,128462858,Lake/Pond: Hydrographic Category = Perennial,434,Region_07,Target_Denied,39004,Non-Federal,143,Excluded,Excluded,Include2017,457515,457515,409287,Not_USFS,LakePond,None,None,H10U,Upper Missouri,H10170101,Lewis and Clark Lake,,42.77855,-97.583,Missouri Region,H10,Upper Missouri Region,H10U,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,None,,N,Non Federal,0.665850067,128462858,NE,R10170101018391,NHDPlusHR,100,F31107,NE,Target,Non-Urban,Non-Urban,Non-Urban,47,Western Corn Belt Plains,47k,Northeastern Nebraska Loess Hills,-128771.5321,592246.1802,Include,NLA22_17Over,"(1,4]",NE,"NE_(1,4]",693.203725,277.0833333,"NE_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_NE-10039,NLA_NE-10186,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(1,4]",1.386016142,Not_Border,Saline,124487625,Lake/Pond: Hydrographic Category = Perennial,470,Region_07,Not_Lake,39004,Non-Federal,143,Excluded,Excluded,Include2017,526264,526264,435938,Not_USFS,LakePond,None,None,H10L,Lower Missouri,H10270204,Turkey,,40.53724,-97.36429,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,None,,N,Non Federal,0.615518164,124487625,NE,R10270204002608,NHDPlusHR,100,F31151,NE,NonTarget,Non-Urban,Non-Urban,Non-Urban,27,Central Great Plains,27f,Rainwater Basin Plains,-114581.831,341200.9342,Include,NLA22_17Over,"(1,4]",NE,"NE_(1,4]",923.1048814,277.0833333,"NE_(1,4]",0,0,,NLA,,,,,,
8/13/2024,2020938,NLA22_NE-10040,NLA_NE-10187,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(4,10]",7.631553952,Not_Border,Sheridan,16055378,Lake/Pond: Hydrographic Category = Perennial,1201,Region_07,Target_Sampled,39004,Non-Federal,143,Exclude,Exclude,Include2017,241277,241277,390616,Not_USFS,LakePond,None,None,H10U,Upper Missouri,H10150003,Upper Niobrara,NATURAL,42.13181,-102.3527,Missouri Region,H10,Upper Missouri Region,H10U,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,NONE,,N,Non Federal,1.082067289,150501385,NE,R10150003002437,NHDPlusHR,100,F31161,NE,Target,Non-Urban,Non-Urban,Non-Urban,44,Nebraska Sand Hills,44b,Alkaline Lakes Area,-521238.825,536297.721,Include,NLA22_17Over,"(4,10]",NE,"NE_(4,10]",81.36965949,54.3125,"NE_(4,10]",120.6944444,0,,NLA,7/20/2022,YES,1,42.13133,-102.35218,1
8/13/2024,0,NLA22_NE-10041,NLA_NE-10188,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,>50,64.14317191,Not_Border,Saunders,17414264,Lake/Pond: Hydrographic Category = Perennial,329,Region_07,Target_Denied,39004,Non-Federal,143,Exclude,Exclude,Include2017,268134,2.68133E+11,420938,Not_USFS,LakePond,2572388,Big Sandy Lake,H10L,Lower Missouri,H10200202,Lower Platte,MAN_MADE,41.12052,-96.34025,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,Big Sandy Lake,,N,Non Federal,11.02699498,88486664,NE,R10200202002381,NHDPlusHR,100,F31155,NE,Target,Non-Urban,Non-Urban,Non-Urban,47,Western Corn Belt Plains,47j,Lower Platte Alluvial Plain,-28343.43073,405749.8159,Exclude,NLA22_17Over,"(10,20]",NE,"NE_(10,20]",241.6894998,30.04761905,"NE_(10,20]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_NE-10042,NLA_NE-10189,PLNLOW,Plains and Lowlands,NPL,Northern Plains,"(4,10]",6.39201238,Not_Border,Holt,17284725,Lake/Pond: Hydrographic Category = Perennial,626,Region_07,Not_Lake,39004,Non-Federal,143,Exclude,Exclude,Include2017,269800,269800,426261,Not_USFS,LakePond,834548,Welsh Lake,H10L,Lower Missouri,H10220001,Upper Elkhorn,,42.49282,-98.84719,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Welsh Lake,,N,Non Federal,2.066485837,148239903,NE,R10220001001580,NHDPlusHR,100,F31089,NE,NonTarget,Non-Urban,Non-Urban,Non-Urban,42,Northwestern Glaciated Plains,42p,Holt Tablelands,-232541.7089,562721.1668,Include,NLA22_17Over,"(4,10]",NE,"NE_(4,10]",111.7877895,54.3125,"NE_(4,10]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_NE-10043,NLA_NE-10190,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(1,4]",1.143421,Not_Border,Gage,2275839,Lake/Pond: Hydrographic Category = Perennial,414,Region_07,Not_Lake,39004,Non-Federal,143,Exclude,Exclude,Include2017,276780,276780,649555,Not_USFS,LakePond,None,None,H10L,Lower Missouri,H10270205,Lower Big Blue,,40.01681,-96.68598,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,None,,N,Non Federal,0.430200938,,NE,R10270205001092,NLA2012Frame Only,100,F31067,NE,NonTarget,Non-Urban,Non-Urban,Non-Urban,27,Central Great Plains,27a,Smoky Hills,-58035.33285,282284.2592,Excluded,NLA22_17Over,"(1,4]",NE,"NE_(1,4]",405.1826709,277.0833333,"NE_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_NE-10044,NLA_NE-10191,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(1,4]",1.279273887,Not_Border,Garden,17510492,Lake/Pond: Hydrographic Category = Intermittent,1189,Region_07,Not_Lake,39001,Non-Federal,143,Exclude,Exclude,Include2017,263208,263208,415812,Not_USFS,LakePond,None,None,H10L,Lower Missouri,H10180009,Middle North Platte-Scotts Bluff,NATURAL,41.92305,-102.4592,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,None,,N,Non Federal,0.434519364,148186923,NE,R10180009004215,NHDPlusHR,100,F31069,NE,NonTarget,Non-Urban,Non-Urban,Non-Urban,44,Nebraska Sand Hills,44b,Alkaline Lakes Area,-531549.7362,513589.0185,Exclude,NLA22_17Over,"(1,4]",NE,"NE_(1,4]",405.1826709,277.0833333,"NE_(1,4]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_NE-10045,NLA_NE-10192,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,"(1,4]",1.065622782,Not_Border,Dodge,17414160,Lake/Pond: Hydrographic Category = Perennial,371,Region_07,Not_Lake,39004,Non-Federal,143,Exclude,Exclude,Include2017,267944,267944,422701,Not_USFS,LakePond,None,None,H10L,Lower Missouri,H10200202,Lower Platte,,41.40913,-96.50491,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,None,,N,Non Federal,1.169803378,88486024,NE,R10200202002110,NHDPlusHR,,F31053,NE,NonTarget,Urban,Urban,Urban,47,Western Corn Belt Plains,47j,Lower Platte Alluvial Plain,-41888.13567,438119.6807,Include,NLA22_17Over,"(4,10]",NE,"NE_(4,10]",111.6003036,54.3125,"NE_(4,10]",0,0,,NLA,,,,,,
8/13/2024,2020811,NLA22_NE-10046,NLA_NE-10193,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(10,20]",11.0529251,Not_Border,Dawson,7257367,Lake/Pond: Hydrographic Category = Perennial,770,Region_07,Target_Sampled,39004,Non-Federal,143,Exclude,Exclude,Include2017,267740,267740,421119,Not_USFS,LakePond,None,None,H10L,Lower Missouri,H10200101,Middle Platte-Buffalo,MAN_MADE,40.87664,-100.068,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,NONE,,N,Non Federal,2.424283396,150662201,NE,R10200101005168,NHDPlusHR,100,F31047,NE,Target,Urban,Urban,Urban,27,Central Great Plains,27g,Platte River Valley,-339937.4861,385667.6939,Include,NLA22_17Over,"(4,10]",NE,"NE_(4,10]",81.36965949,54.3125,"NE_(4,10]",120.6944444,0,,NLA,7/13/2022,YES,1,40.87629,-100.06511,3.7
8/13/2024,2020642,NLA22_NE-10047,NLA_NE-10194,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,>50,74.68557027,Not_Border,Lancaster,17405079,Lake/Pond: Hydrographic Category = Perennial,386,Region_07,Target_Sampled,39004,Federal,143,Exclude,Exclude,Include2017,267997,267997,422742,Not_USFS,LakePond,834905,Yankee Hill Lake,H10L,Lower Missouri,H10200203,Salt,MAN_MADE,40.72906,-96.78798,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,YANKEE HILL LAKE,,N,USACE,7.126695338,49843159,NE,R10200203001595,NHDPlusHR,100,F31109,NE,Target,Urban,Urban,Urban,47,Western Corn Belt Plains,47i,Loess and Glacial Drift Hills,-66002.9913,362136.8674,Include,NLA22_17Over,>50,NE,NE_>50,205.5171866,7.357142857,NE_>50,17.86734694,0,,NLA,6/28/2022,YES,1,40.728825,-96.78305,4.1
8/13/2024,2020975,NLA22_NE-10048,NLA_NE-10195,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(10,20]",19.64764477,Not_Border,Morrill,17508684,Lake/Pond: Hydrographic Category = Perennial,1122,Region_07,Target_Sampled,39004,Non-Federal,143,Exclude,Exclude,Include2017,262726,262726,414712,Not_USFS,LakePond,None,None,H10L,Lower Missouri,H10180009,Middle North Platte-Scotts Bluff,MAN_MADE,41.67748,-103.1098,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,NONE,,N,Non Federal,4.476863234,148190289,NE,R10180009004534,NHDPlusHR,100,F31123,NE,Target,Non-Urban,Non-Urban,Non-Urban,25,High Plains,25h,Platte River Valley and Terraces,-587048.1885,490011.5523,Exclude,NLA22_17Over,"(20,50]",NE,"NE_(20,50]",79.68089988,21.61111111,"NE_(20,50]",59.43055556,0,,NLA,7/21/2022,YES,1,41.67936,-103.11231,7.7
8/13/2024,0,NLA22_NE-10049,NLA_NE-10196,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(10,20]",12.31145574,Not_Border,Cherry,17332061,Lake/Pond: Hydrographic Category = Perennial,1079,Region_07,Lake_Shallow,39004,Non-Federal,143,Exclude,Exclude,Include2017,269536,269536,425348,Not_USFS,LakePond,829287,Fender Lake,H10L,Lower Missouri,H10210006,Upper North Loup,NATURAL,42.24306,-101.4105,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Fender Lake,,N,Non Federal,2.091160902,153982942,NE,R10210006000532,NHDPlusHR,100,F31031,NE,NonTarget,Non-Urban,Non-Urban,Non-Urban,44,Nebraska Sand Hills,44d,Lakes Area,-443314.2104,543934.3983,Include,NLA22_17Over,"(4,10]",NE,"NE_(4,10]",81.36965949,54.3125,"NE_(4,10]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_NE-10050,NLA_NE-10197,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,"(4,10]",5.153257817,Not_Border,Cuming,17258891,Lake/Pond: Hydrographic Category = Perennial,429,Region_07,Target_Denied,39004,Non-Federal,143,Exclude,Exclude,Include2017,270591,270591,426459,Not_USFS,LakePond,None,None,H10L,Lower Missouri,H10220003,Lower Elkhorn,MAN_MADE,42.00193,-96.95536,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,None,,N,Non Federal,1.061392674,67083562,NE,R10220003005058,NHDPlusHR,100,F31039,NE,Target,Non-Urban,Non-Urban,Non-Urban,47,Western Corn Belt Plains,47k,Northeastern Nebraska Loess Hills,-78590.38665,504737.0531,Include,NLA22_17Over,"(4,10]",NE,"NE_(4,10]",111.6003036,54.3125,"NE_(4,10]",0,0,,NLA,,,,,,
8/13/2024,2020838,NLA22_NE-10051,NLA_NE-10198,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(1,4]",3.189868213,Not_Border,Buffalo,150664151,Lake/Pond: Hydrographic Category = Perennial,689,Region_07,Target_Sampled,39004,Non-Federal,143,Excluded,Excluded,Include2017,590665,590665,422254,Not_USFS,LakePond,None,None,H10L,Lower Missouri,H10200101,Middle Platte-Buffalo,MAN_MADE,40.6848,-99.37635,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,NONE,,N,Non Federal,1.126501665,150664151,NE,R10200101017074,NHDPlusHR,100,F31019,NE,Target,Non-Urban,Non-Urban,Non-Urban,27,Central Great Plains,27g,Platte River Valley,-282930.557,361932.6728,Include,NLA22_17Over,"(1,4]",NE,"NE_(1,4]",923.1048814,277.0833333,"NE_(1,4]",775.8333333,0,,NLA,7/14/2022,YES,1,40.68468,-99.37613,5
8/13/2024,0,NLA22_NE-10052,NLA_NE-10199,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(20,50]",20.04014,Not_Border,Sheridan,17392588,Lake/Pond: Hydrographic Category = Perennial,1195,Region_07,Lake_Vegetated,39004,Non-Federal,143,Exclude,Exclude,Include2017,268919,268919,646652,Not_USFS,LakePond,None,None,H10L,Lower Missouri,H10210001,Upper Middle Loup,NATURAL,42.31996,-102.105,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,None,,N,Non Federal,2.863894128,,NE,R10210001000309,NLA2012Frame Only,100,F31161,NE,NonTarget,Non-Urban,Non-Urban,Non-Urban,44,Nebraska Sand Hills,44b,Alkaline Lakes Area,-499592.8141,555963.3201,Excluded,NLA22_17Over,"(20,50]",NE,"NE_(20,50]",79.68089988,21.61111111,"NE_(20,50]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_NE-10053,NLA_NE-10200,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(10,20]",12.98986,Not_Border,Lincoln,19057962,Lake/Pond: Hydrographic Category = Perennial,854,Region_07,Not_Lake,39004,Non-Federal,143,Exclude,Exclude,Include2017,264804,264804,645907,Not_USFS,LakePond,None,None,H10L,Lower Missouri,H10180014,Lower North Platte,,41.15457,-100.7592,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,None,,N,Non Federal,2.782005198,,NE,R10180014003952,NLA2012Frame Only,100,F31111,NE,NonTarget,Non-Urban,Non-Urban,Non-Urban,27,Central Great Plains,27g,Platte River Valley,-396094.1519,419431.4842,Excluded,NLA22_17Over,"(10,20]",NE,"NE_(10,20]",109.3444945,30.04761905,"NE_(10,20]",0,0,,NLA,,,,,,
8/13/2024,2021434,NLA22_NE-10054,NLA_NE-10201,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(4,10]",6.69037706,Not_Border,Lincoln,7253737,Lake/Pond: Hydrographic Category = Perennial,836,Region_07,Target_Sampled,39004,Non-Federal,143,Exclude,Exclude,Include2017,267691,267691,422744,Not_USFS,LakePond,None,None,H10L,Lower Missouri,H10200101,Middle Platte-Buffalo,MAN_MADE,41.08732,-100.6285,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,NONE,,N,Non Federal,1.209807938,150660970,NE,R10200101005113,NHDPlusHR,100,F31111,NE,Target,Non-Urban,Non-Urban,Non-Urban,27,Central Great Plains,27g,Platte River Valley,-385591.6719,411373.6592,Include,NLA22_17Over,"(4,10]",NE,"NE_(4,10]",81.36965949,54.3125,"NE_(4,10]",120.6944444,0,,NLA,8/10/2022,YES,1,41.08828,-100.62919,2.8
8/13/2024,2021416,NLA22_NE-10055,NLA_NE-10202,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(10,20]",10.64090865,Not_Border,Jefferson,4019735,Lake/Pond: Hydrographic Category = Perennial,442,Region_07,Target_Sampled,39004,Non-Federal,143,Exclude,Exclude,Include2017,276970,276970,436775,Not_USFS,LakePond,1766996,Buckley Creek Reservoir 4-B,H10L,Lower Missouri,H10270207,Lower Little Blue,MAN_MADE,40.10804,-97.29034,Missouri Region,H10,Lower Missouri Region,H10L,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,BUCKLEY CREEK RESERVOIR 4-B,,N,Non Federal,2.440899019,106260009,NE,R10270207001648,NHDPlusHR,100,F31095,NE,Target,Non-Urban,Non-Urban,Non-Urban,27,Central Great Plains,27f,Rainwater Basin Plains,-109024.2543,293036.6581,Include,NLA22_17Over,"(4,10]",NE,"NE_(4,10]",81.36965949,54.3125,"NE_(4,10]",120.6944444,0,,NLA,8/9/2022,YES,1,40.11028,-97.28933,1.2
8/13/2024,0,NLA22_NE-10056,NLA_NE-10203,PLNLOW,Plains and Lowlands,SPL,Southern Plains,"(1,4]",1.196112649,Not_Border,Sheridan,150501357,Lake/Pond: Hydrographic Category = Perennial,1194,Region_07,Lake_LT_1ha,39004,Non-Federal,143,Excluded,Excluded,Include2017,436484,436484,389700,Not_USFS,LakePond,None,None,H10U,Upper Missouri,H10150003,Upper Niobrara,MAN_MADE,42.12609,-102.5278,Missouri Region,H10,Upper Missouri Region,H10U,MISSISSIPPI_BASIN,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,None,,N,Non Federal,0.688986993,150501357,NE,R10150003008821,NHDPlusHR,100,F31161,NE,NonTarget,Non-Urban,Non-Urban,Non-Urban,44,Nebraska Sand Hills,44b,Alkaline Lakes Area,-535627.3852,536633.0802,Include,NLA22_17Over,"(1,4]",NE,"NE_(1,4]",923.1048814,277.0833333,"NE_(1,4]",0,0,,NLA,,,,,,
