PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,MATRIX,SAM_CODE,LAB,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_DILUTION_FACTOR,AMMONIA_N_HOLDING_TIME,AMMONIA_N_LAB_SAMPLE_ID,AMMONIA_N_MDL,AMMONIA_N_NARS_FLAG,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,AMMONIA_N_UNITS,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_LAB_SAMPLE_ID,ANC_MDL,ANC_NARS_FLAG,ANC_QA_FLAG,ANC_RESULT,ANC_RL,ANC_UNITS,CALCIUM_DATE_ANALYZED,CALCIUM_DILUTION_FACTOR,CALCIUM_HOLDING_TIME,CALCIUM_LAB_SAMPLE_ID,CALCIUM_MDL,CALCIUM_NARS_FLAG,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CALCIUM_UNITS,CHLA_DATE_ANALYZED,CHLA_DILUTION_FACTOR,CHLA_EXTRACT,CHLA_EXTRACT_UNITS,CHLA_HOLDING_TIME,CHLA_LAB_SAMPLE_ID,CHLA_MDL,CHLA_NARS_FLAG,CHLA_QA_FLAG,CHLA_RESULT,CHLA_RESULT_UNITS,CHLA_RL,CHLA_SAMPLE_ID,CHLA_VOLUME_ADJUST,CHLA_VOLUME_FILTERED,CHLORIDE_DATE_ANALYZED,CHLORIDE_DILUTION_FACTOR,CHLORIDE_HOLDING_TIME,CHLORIDE_LAB_SAMPLE_ID,CHLORIDE_MDL,CHLORIDE_NARS_FLAG,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,CHLORIDE_UNITS,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_LAB_SAMPLE_ID,COLOR_NARS_FLAG,COLOR_QA_FLAG,COLOR_RESULT,COLOR_UNITS,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_LAB_SAMPLE_ID,COND_MDL,COND_NARS_FLAG,COND_QA_FLAG,COND_RESULT,COND_RL,COND_UNITS,DOC_DATE_ANALYZED,DOC_DILUTION_FACTOR,DOC_HOLDING_TIME,DOC_LAB_SAMPLE_ID,DOC_MDL,DOC_NARS_FLAG,DOC_QA_FLAG,DOC_RESULT,DOC_RL,DOC_UNITS,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_DILUTION_FACTOR,MAGNESIUM_HOLDING_TIME,MAGNESIUM_LAB_SAMPLE_ID,MAGNESIUM_MDL,MAGNESIUM_NARS_FLAG,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,MAGNESIUM_UNITS,NITRATE_N_DATE_ANALYZED,NITRATE_N_DILUTION_FACTOR,NITRATE_N_HOLDING_TIME,NITRATE_N_LAB_SAMPLE_ID,NITRATE_N_MDL,NITRATE_N_NARS_FLAG,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_N_UNITS,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_LAB_SAMPLE_ID,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_NARS_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRATE_NITRITE_N_UNITS,NITRITE_N_DATE_ANALYZED,NITRITE_N_DILUTION_FACTOR,NITRITE_N_HOLDING_TIME,NITRITE_N_LAB_SAMPLE_ID,NITRITE_N_MDL,NITRITE_N_NARS_FLAG,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NITRITE_N_UNITS,NTL_DATE_ANALYZED,NTL_DISS_DATE_ANALYZED,NTL_DISS_HOLDING_TIME,NTL_DISS_LAB_SAMPLE_ID,NTL_DISS_MDL,NTL_DISS_NARS_FLAG,NTL_DISS_QA_FLAG,NTL_DISS_RESULT,NTL_DISS_RL,NTL_DISS_UNITS,NTL_HOLDING_TIME,NTL_LAB_SAMPLE_ID,NTL_MDL,NTL_NARS_FLAG,NTL_QA_FLAG,NTL_RESULT,NTL_RL,NTL_UNITS,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_LAB_SAMPLE_ID,PH_NARS_FLAG,PH_QA_FLAG,PH_RESULT,PH_UNITS,POTASSIUM_DATE_ANALYZED,POTASSIUM_DILUTION_FACTOR,POTASSIUM_HOLDING_TIME,POTASSIUM_LAB_SAMPLE_ID,POTASSIUM_MDL,POTASSIUM_NARS_FLAG,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,POTASSIUM_UNITS,PTL_DATE_ANALYZED,PTL_DISS_DATE_ANALYZED,PTL_DISS_HOLDING_TIME,PTL_DISS_LAB_SAMPLE_ID,PTL_DISS_MDL,PTL_DISS_NARS_COMMENT,PTL_DISS_NARS_FLAG,PTL_DISS_QA_FLAG,PTL_DISS_RESULT,PTL_DISS_RL,PTL_DISS_UNITS,PTL_HOLDING_TIME,PTL_LAB_SAMPLE_ID,PTL_MDL,PTL_NARS_FLAG,PTL_QA_FLAG,PTL_RESULT,PTL_RL,PTL_UNITS,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_LAB_SAMPLE_ID,SILICA_MDL,SILICA_NARS_FLAG,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SILICA_UNITS,SODIUM_DATE_ANALYZED,SODIUM_DILUTION_FACTOR,SODIUM_HOLDING_TIME,SODIUM_LAB_SAMPLE_ID,SODIUM_MDL,SODIUM_NARS_FLAG,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SODIUM_UNITS,SULFATE_DATE_ANALYZED,SULFATE_DILUTION_FACTOR,SULFATE_HOLDING_TIME,SULFATE_LAB_SAMPLE_ID,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,SULFATE_UNITS,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_LAB_SAMPLE_ID,TURB_MDL,TURB_NARS_FLAG,TURB_QA_FLAG,TURB_RESULT,TURB_RL,TURB_UNITS,UNIQUE_ID
8/13/2024,2021576,NLA22_WY-10016,8/23/2022,1,WY,WATER,REGULAR,WRS,8/30/2022,1,7,2210947,0.0005,,,0.007,0.004,mg N/L,8/25/2022,2,2210947,,,,216,,UEQ/L,1/20/2023,1,150,2210947,0.011,,,3.19,0.05,mg/L,8/30/2022,,42.5,ug/L,7,2210947,0.18,,,2.83,ug/L,1,227881,,600,8/26/2022,1,3,2210947,0.004,,,0.18,0.06,mg/L,8/25/2022,2,2210947,,,6,APHA PT-CO,8/25/2022,2,2210947,1,,,26.9,2,uS/cm AT 25 C,9/7/2022,1,15,2210947,0.024,,,4.1,0.2,mg/L,1/20/2023,1,150,2210947,0.003,,,0.62,0.02,mg/L,8/26/2022,1,3,2210947,0.0006,,EST,0.0032,0.02,mg N/L,,,,,,,,,8/26/2022,1,3,2210947,0.0006,ND,MDL,,0.02,mg N/L,9/12/2022,9/8/2022,16,2210947,0.002,,,0.3,0.02,mg/L,20,2210947,0.002,,,0.329,0.02,mg/L,8/25/2022,2,2210947,,,6.79,Std. Units,1/20/2023,1,150,2210947,0.018,,,0.34,0.1,mg/L,9/12/2022,9/8/2022,16,2210947,0.48,,,,6.8,4,ug/L,20,2210947,0.48,,,7.9,4,ug/L,8/29/2022,6,2210947,0.0012,,,1.2,0.01,mg/L,1/20/2023,1,150,2210947,0.009,,,1.02,0.1,mg/L,8/26/2022,1,3,2210947,0.002,,,0.638,0.18,mg/L,8/25/2022,2,2210947,,,LRL,0.59,2,NTU,NLA_WY-10134
8/13/2024,2021577,NLA22_WY-10067,8/22/2022,1,WY,WATER,REGULAR,WRS,8/30/2022,1,8,2210948,0.0005,S;L,EST,0.003,0.004,mg N/L,8/25/2022,3,2210948,,S,,137,,UEQ/L,1/20/2023,1,151,2210948,0.011,S,,2.42,0.05,mg/L,8/30/2022,,94.9,ug/L,8,2210948,0.18,S,,5.42,ug/L,1,227921,,700,8/26/2022,1,4,2210948,0.004,S,,0.13,0.06,mg/L,8/25/2022,3,2210948,S,,1,APHA PT-CO,8/25/2022,3,2210948,1,S,,18.5,2,uS/cm AT 25 C,9/7/2022,1,16,2210948,0.024,S,,1.43,0.2,mg/L,1/20/2023,1,151,2210948,0.003,S,,0.25,0.02,mg/L,8/26/2022,1,4,2210948,0.0006,S;L,EST,0.0053,0.02,mg N/L,,,,,,,,,8/26/2022,1,4,2210948,0.0006,S;ND,MDL,,0.02,mg N/L,9/12/2022,9/8/2022,17,2210948,0.002,S,,0.108,0.02,mg/L,21,2210948,0.002,S,,0.13,0.02,mg/L,8/25/2022,3,2210948,S,,6.73,Std. Units,1/20/2023,1,151,2210948,0.018,S,,0.34,0.1,mg/L,9/12/2022,9/8/2022,17,2210948,0.48,,S,,8.6,4,ug/L,21,2210948,0.48,S,,8.9,4,ug/L,8/29/2022,7,2210948,0.0012,S,,3.18,0.01,mg/L,1/20/2023,1,151,2210948,0.009,S,,0.51,0.1,mg/L,8/26/2022,1,4,2210948,0.002,S,,1.07,0.18,mg/L,8/25/2022,3,2210948,,S;L,LRL,1.36,2,NTU,NLA_WY-10165
8/13/2024,2021578,NLA22_CA-10164,8/23/2022,1,CA,WATER,REGULAR,WRS,8/30/2022,1,7,2210955,0.0005,,EST,0.004,0.004,mg N/L,8/25/2022,2,2210955,,,,84.1,,UEQ/L,1/20/2023,1,150,2210955,0.011,,,1.23,0.05,mg/L,8/30/2022,,12.5,ug/L,7,2210955,0.18,L,,0.5,ug/L,1,223941,,1000,8/26/2022,1,3,2210955,0.004,,,0.183,0.06,mg/L,8/25/2022,2,2210955,,,0,APHA PT-CO,8/25/2022,2,2210955,1,,,13.1,2,uS/cm AT 25 C,9/7/2022,1,15,2210955,0.024,,,1.28,0.2,mg/L,1/20/2023,1,150,2210955,0.003,,,0.31,0.02,mg/L,8/26/2022,1,3,2210955,0.0006,,EST,0.0018,0.02,mg N/L,,,,,,,,,8/26/2022,1,3,2210955,0.0006,ND,MDL,,0.02,mg N/L,9/12/2022,9/8/2022,16,2210955,0.002,,,0.076,0.02,mg/L,20,2210955,0.002,,,0.089,0.02,mg/L,8/25/2022,2,2210955,,,6.5,Std. Units,1/20/2023,1,150,2210955,0.018,,,0.23,0.1,mg/L,9/12/2022,9/8/2022,16,2210955,0.48,,,EST,2.7,4,ug/L,20,2210955,0.48,,EST,3.9,4,ug/L,8/29/2022,6,2210955,0.0012,,,3.49,0.01,mg/L,1/20/2023,1,150,2210955,0.009,,,0.58,0.1,mg/L,8/26/2022,1,3,2210955,0.002,,,1.4,0.18,mg/L,8/25/2022,2,2210955,,,LRL,0.22,2,NTU,NLA_CA-10323
8/13/2024,2021579,NLA22_TX-10031,8/24/2022,1,TX,WATER,REGULAR,WRS,9/7/2022,1,14,2210980,0.0005,S,,0.015,0.004,mg N/L,8/30/2022,6,2210980,,S,,2010,,UEQ/L,1/20/2023,1,149,2210980,0.011,S,,47.2,0.05,mg/L,9/7/2022,,137,ug/L,14,2210980,0.18,S,,18.3,ug/L,1,228821,,300,8/29/2022,1,5,2210980,0.004,S,,49.8,0.06,mg/L,8/29/2022,5,2210980,S;H,H,10,APHA PT-CO,8/30/2022,6,2210980,1,S,,448,2,uS/cm AT 25 C,9/8/2022,1,15,2210980,0.024,S,,3.87,0.2,mg/L,1/20/2023,1,149,2210980,0.003,S,,7.08,0.02,mg/L,8/30/2022,1,6,2210980,0.0006,S;L,EST,0.0038,0.02,mg N/L,,,,,,,,,8/30/2022,1,6,2210980,0.0006,S;ND,MDL,,0.02,mg N/L,9/16/2022,9/15/2022,22,2210980,0.002,S,,0.345,0.02,mg/L,23,2210980,0.002,S,,0.556,0.02,mg/L,8/30/2022,6,2210980,S;H,H,8.09,Std. Units,1/20/2023,1,149,2210980,0.018,S,,4.42,0.1,mg/L,9/16/2022,9/15/2022,22,2210980,0.48,,S,,13.3,4,ug/L,23,2210980,0.48,S,,39.4,4,ug/L,9/2/2022,9,2210980,0.0012,S;H,H,11.9,0.01,mg/L,1/20/2023,1,149,2210980,0.009,S,,24,0.1,mg/L,8/30/2022,1,6,2210980,0.002,S,,30.1,0.18,mg/L,8/30/2022,6,2210980,,S;H,H,3.88,2,NTU,NLA_TX-10325
8/13/2024,2021580,NLA22_WA-10058,8/24/2022,1,WA,WATER,REGULAR,WRS,8/30/2022,1,6,2210967,0.0005,,,0.015,0.004,mg N/L,8/26/2022,2,2210967,,,,2050,,UEQ/L,1/20/2023,1,149,2210967,0.011,,,33,0.05,mg/L,9/7/2022,,45.2,ug/L,14,2210967,0.18,,,1.45,ug/L,1,214961,,1250,8/27/2022,1,3,2210967,0.004,,,3.73,0.06,mg/L,8/26/2022,2,2210967,,,6,APHA PT-CO,8/26/2022,2,2210967,1,,,265,2,uS/cm AT 25 C,9/7/2022,1,14,2210967,0.024,,,2.05,0.2,mg/L,1/20/2023,1,149,2210967,0.003,,,7.43,0.02,mg/L,8/27/2022,1,3,2210967,0.0006,,,0.435,0.02,mg N/L,,,,,,,,,8/27/2022,1,3,2210967,0.0006,,EST,0.006,0.02,mg N/L,9/12/2022,9/8/2022,15,2210967,0.002,,,0.61,0.02,mg/L,19,2210967,0.002,,,0.666,0.02,mg/L,8/26/2022,2,2210967,,,8.03,Std. Units,1/20/2023,1,149,2210967,0.018,,,2.47,0.1,mg/L,9/12/2022,9/8/2022,15,2210967,0.48,,,,15.8,4,ug/L,19,2210967,0.48,,,18.5,4,ug/L,8/29/2022,5,2210967,0.0012,,,14.7,0.01,mg/L,1/20/2023,1,149,2210967,0.009,,,5.63,0.1,mg/L,8/27/2022,1,3,2210967,0.002,,,19,0.18,mg/L,8/26/2022,2,2210967,,,LRL,0.38,2,NTU,NLA_WA-10169
8/13/2024,2021581,NLA22_CA-10124,8/23/2022,1,CA,WATER,REGULAR,WRS,8/30/2022,1,7,2210954,0.0005,,,0.005,0.004,mg N/L,8/25/2022,2,2210954,,,,1080,,UEQ/L,1/20/2023,1,150,2210954,0.011,,,9.79,0.05,mg/L,8/30/2022,,0.011,ug/L,7,2210954,0.18,ND,MDL,,ug/L,1,207321,,700,8/26/2022,1,3,2210954,0.004,,,0.466,0.06,mg/L,8/25/2022,2,2210954,,,5,APHA PT-CO,8/25/2022,2,2210954,1,,,119,2,uS/cm AT 25 C,9/7/2022,1,15,2210954,0.024,,,1.9,0.2,mg/L,1/20/2023,1,150,2210954,0.003,,,4.58,0.02,mg/L,8/26/2022,1,3,2210954,0.0006,,EST,0.0015,0.02,mg N/L,,,,,,,,,8/26/2022,1,3,2210954,0.0006,ND,MDL,,0.02,mg N/L,9/12/2022,9/8/2022,16,2210954,0.002,,,0.173,0.02,mg/L,20,2210954,0.002,,,0.188,0.02,mg/L,8/25/2022,2,2210954,,,8.27,Std. Units,1/20/2023,1,150,2210954,0.018,,,3.29,0.1,mg/L,9/12/2022,9/8/2022,16,2210954,0.48,,,,12.6,4,ug/L,20,2210954,0.48,,,15.8,4,ug/L,8/29/2022,6,2210954,0.0012,,,16,0.01,mg/L,1/20/2023,1,150,2210954,0.009,,,5.7,0.1,mg/L,8/26/2022,1,3,2210954,0.002,ND,MDL,,0.18,mg/L,8/25/2022,2,2210954,,,LRL,0.33,2,NTU,NLA_CA-10283
8/13/2024,2021582,NLA22_CA-10008,8/24/2022,2,CA,WATER,REGULAR,WRS,8/30/2022,1,6,2210958,0.0005,,,0.015,0.004,mg N/L,8/26/2022,2,2210958,,,,1140,,UEQ/L,1/20/2023,1,149,2210958,0.011,,,10.4,0.05,mg/L,8/30/2022,,469,ug/L,6,2210958,0.18,,,37.5,ug/L,1,223821,,500,8/27/2022,1,3,2210958,0.004,,,1.01,0.06,mg/L,8/26/2022,2,2210958,,,8,APHA PT-CO,8/26/2022,2,2210958,1,,,126,2,uS/cm AT 25 C,9/7/2022,1,14,2210958,0.024,,,3.19,0.2,mg/L,1/20/2023,1,149,2210958,0.003,,,4.15,0.02,mg/L,8/27/2022,1,3,2210958,0.0006,,EST,0.0021,0.02,mg N/L,,,,,,,,,8/27/2022,1,3,2210958,0.0006,ND,MDL,,0.02,mg N/L,9/12/2022,9/8/2022,15,2210958,0.002,,,0.308,0.02,mg/L,19,2210958,0.002,,,0.324,0.02,mg/L,8/26/2022,2,2210958,,,8.76,Std. Units,1/20/2023,1,149,2210958,0.018,,,1.54,0.1,mg/L,9/12/2022,9/8/2022,15,2210958,0.48,,,,33.5,4,ug/L,19,2210958,0.48,,,38.1,4,ug/L,8/29/2022,5,2210958,0.0012,,,33,0.01,mg/L,1/20/2023,1,149,2210958,0.009,,,6.95,0.1,mg/L,8/27/2022,1,3,2210958,0.002,,,2.65,0.18,mg/L,8/26/2022,2,2210958,,,,19.8,2,NTU,NLA_CA-10165
8/13/2024,2021584,NLA22_WI-10006,8/24/2022,2,WI,WATER,REGULAR,WSLOH,9/12/2022,,19,639247001,0.012,ND,,,0.039,mg N/L,8/31/2022,7,639247002,399.64,Q,,463.5824,399.64,ueq/L,8/31/2022,,7,639247001,0.3,,,3.5,0.9,mg/L,9/9/2022,,26,ug/L,16,639247002,0.208,Q,,4.32,ug/L,0.696,,,250,9/20/2022,,27,639247001,0.031,,,0.53,0.1,mg/L,8/26/2022,2,639247001,H,,10,APHA PT-CO,8/31/2022,7,639247002,10,Q,,44.5,10,uS/cm,9/9/2022,,16,639247001,0.4,,,4.34,1.3,mg/L,8/31/2022,,7,639247001,0.2,,,2.81,0.6,mg/L,9/20/2022,,27,639247001,0.016,ND,,,0.05,mg N/L,9/12/2022,19,639247001,0.055,ND; S,,0.184,mg N/L,,,,,,,,,,,9/9/2022,9/1/2022,8,639247001,0.058,,,0.347,0.192,mg/L,16,639247002,0.058,Q,,0.375,0.192,mg N/L,8/31/2022,7,639247002,Q,,8.6,Std. Units,8/31/2022,,7,639247001,0.2,L,,0.384,0.6,mg/L,9/12/2022,9/7/2022,14,639247001,9,,ND,,,30,ug/L,19,639247002,9,L; Q,,11.3,30,ug/L,9/26/2022,33,639247001,0.097,H,,0.905,0.32,mg/L,8/31/2022,,7,639247001,0.3,,,1.52,0.9,mg/L,9/20/2022,,27,639247001,0.16,ND,,,0.5,mg/L,8/26/2022,2,639247002,0.1,Q; H,,2.19,0.1,NTU,NLA_WI-10129
8/13/2024,2021588,NLA22_MD-10002,8/24/2022,2,MD,WATER,REGULAR,WRS,8/30/2022,1,6,2210970,0.0005,,,0.144,0.004,mg N/L,8/26/2022,2,2210970,,,,2670,,UEQ/L,1/20/2023,1,149,2210970,0.011,,,52.4,0.05,mg/L,9/7/2022,,108,ug/L,14,2210970,0.18,,,17.3,ug/L,1,221801,,250,8/27/2022,2,3,2210970,0.004,,,95.9,0.06,mg/L,8/26/2022,2,2210970,,,5,APHA PT-CO,8/26/2022,2,2210970,1,,,622,2,uS/cm AT 25 C,9/8/2022,1,15,2210970,0.024,,,1.94,0.2,mg/L,1/20/2023,1,149,2210970,0.003,,,17.8,0.02,mg/L,8/27/2022,2,3,2210970,0.0006,,,0.633,0.02,mg N/L,,,,,,,,,8/27/2022,2,3,2210970,0.0006,,EST,0.019,0.02,mg N/L,9/16/2022,9/15/2022,22,2210970,0.002,,,1.05,0.02,mg/L,23,2210970,0.002,,,1.25,0.02,mg/L,8/26/2022,2,2210970,,,8.11,Std. Units,1/20/2023,1,149,2210970,0.018,,,3.31,0.1,mg/L,9/16/2022,9/15/2022,22,2210970,0.48,,,,18.2,4,ug/L,23,2210970,0.48,,,61.1,4,ug/L,8/29/2022,5,2210970,0.0012,,,9.91,0.01,mg/L,1/20/2023,1,149,2210970,0.009,,,34.5,0.1,mg/L,8/27/2022,2,3,2210970,0.002,,,12.9,0.18,mg/L,8/26/2022,2,2210970,,,,3.75,2,NTU,NLA_MD-10030
8/13/2024,2021589,NLA22_ND-10052,8/24/2022,1,ND,WATER,REGULAR,WRS,8/30/2022,1,6,2210956,0.0005,,,0.02,0.004,mg N/L,8/26/2022,2,2210956,,,,4210,,UEQ/L,1/20/2023,1,149,2210956,0.011,,,50.1,0.05,mg/L,8/30/2022,,243,ug/L,6,2210956,0.18,,,38.9,ug/L,1,222441,,250,8/26/2022,2,2,2210956,0.004,,,5.33,0.06,mg/L,8/26/2022,2,2210956,,,36,APHA PT-CO,8/26/2022,2,2210956,1,,,514,2,uS/cm AT 25 C,9/7/2022,2,14,2210956,0.024,,,13.8,0.2,mg/L,1/20/2023,1,149,2210956,0.003,,,31,0.02,mg/L,8/26/2022,2,2,2210956,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,8/26/2022,2,2,2210956,0.0006,ND,MDL,,0.02,mg N/L,9/12/2022,9/8/2022,15,2210956,0.002,,,1.46,0.02,mg/L,19,2210956,0.002,,,1.5,0.02,mg/L,8/26/2022,2,2210956,,,8.42,Std. Units,1/20/2023,1,149,2210956,0.018,,,10.2,0.1,mg/L,9/12/2022,9/8/2022,15,2210956,0.48,,,,29.1,4,ug/L,19,2210956,0.48,,,33,4,ug/L,8/29/2022,5,2210956,0.0012,,,21.4,0.01,mg/L,1/20/2023,1,149,2210956,0.009,,,5.29,0.1,mg/L,8/26/2022,2,2,2210956,0.002,,,47.9,0.18,mg/L,8/26/2022,2,2210956,,,,8.3,2,NTU,NLA_ND-10174
8/13/2024,2021590,NES22-10193,8/23/2022,1,CA,WATER,REGULAR,WRS,8/30/2022,1,7,2210953,0.0005,,,0.005,0.004,mg N/L,8/25/2022,2,2210953,,,,765,,UEQ/L,1/20/2023,1,150,2210953,0.011,,,7.96,0.05,mg/L,8/30/2022,,27.4,ug/L,7,2210953,0.18,,,2.19,ug/L,1,228581,,500,8/26/2022,1,3,2210953,0.004,,,0.829,0.06,mg/L,8/25/2022,2,2210953,,,0,APHA PT-CO,8/25/2022,2,2210953,1,,,82.5,2,uS/cm AT 25 C,9/7/2022,1,15,2210953,0.024,,,2.31,0.2,mg/L,1/20/2023,1,150,2210953,0.003,,,2.75,0.02,mg/L,8/26/2022,1,3,2210953,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,8/26/2022,1,3,2210953,0.0006,ND,MDL,,0.02,mg N/L,9/12/2022,9/8/2022,16,2210953,0.002,,,0.148,0.02,mg/L,20,2210953,0.002,,,0.183,0.02,mg/L,8/25/2022,2,2210953,,,7.91,Std. Units,1/20/2023,1,150,2210953,0.018,,,1.37,0.1,mg/L,9/12/2022,9/8/2022,16,2210953,0.48,,,,10.8,4,ug/L,20,2210953,0.48,,,13.7,4,ug/L,8/29/2022,6,2210953,0.0012,,,12.4,0.01,mg/L,1/20/2023,1,150,2210953,0.009,,,3.57,0.1,mg/L,8/26/2022,1,3,2210953,0.002,,,0.492,0.18,mg/L,8/25/2022,2,2210953,,,LRL,1.8,2,NTU,NLA_CA-10017
8/13/2024,2021591,NES22-10084,8/24/2022,1,WI,WATER,REGULAR,WRS,8/30/2022,1,6,2210960,0.0005,,,0.008,0.004,mg N/L,8/26/2022,2,2210960,,,,3730,,UEQ/L,1/20/2023,1,149,2210960,0.011,,,32.3,0.05,mg/L,8/30/2022,,75.7,ug/L,6,2210960,0.18,,,3.03,ug/L,1,223721,,1000,8/27/2022,2,3,2210960,0.004,,,37.2,0.06,mg/L,8/26/2022,2,2210960,,,3,APHA PT-CO,8/26/2022,2,2210960,1,,,516,2,uS/cm AT 25 C,9/7/2022,1,14,2210960,0.024,,,4.28,0.2,mg/L,1/20/2023,1,149,2210960,0.003,,,33.3,0.02,mg/L,8/27/2022,2,3,2210960,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,8/27/2022,2,3,2210960,0.0006,ND,MDL,,0.02,mg N/L,9/12/2022,9/8/2022,15,2210960,0.002,,,0.436,0.02,mg/L,19,2210960,0.002,,,0.463,0.02,mg/L,8/26/2022,2,2210960,,,8.77,Std. Units,1/20/2023,1,149,2210960,0.018,,,3.14,0.1,mg/L,9/12/2022,9/8/2022,15,2210960,0.48,,,,8.5,4,ug/L,19,2210960,0.48,,,9.2,4,ug/L,8/29/2022,5,2210960,0.0012,,,1.11,0.01,mg/L,1/20/2023,1,149,2210960,0.009,,,18.4,0.1,mg/L,8/27/2022,2,3,2210960,0.002,,,21.2,0.18,mg/L,8/26/2022,2,2210960,,,,2.06,2,NTU,NLA_WI-10013
8/13/2024,2021592,NES22-10072,8/24/2022,1,WI,WATER,REGULAR,WRS,8/30/2022,1,6,2210957,0.0005,,,0.013,0.004,mg N/L,8/26/2022,2,2210957,,,,723,,UEQ/L,1/20/2023,1,149,2210957,0.011,,,10.8,0.05,mg/L,8/30/2022,,188,ug/L,6,2210957,0.18,,,30.1,ug/L,1,223621,,250,8/27/2022,1,3,2210957,0.004,,,4.85,0.06,mg/L,8/26/2022,2,2210957,,,32,APHA PT-CO,8/26/2022,2,2210957,1,,,97.1,2,uS/cm AT 25 C,9/7/2022,1,14,2210957,0.024,,,8.2,0.2,mg/L,1/20/2023,1,149,2210957,0.003,,,3.19,0.02,mg/L,8/27/2022,1,3,2210957,0.0006,,EST,0.0021,0.02,mg N/L,,,,,,,,,8/27/2022,1,3,2210957,0.0006,ND,MDL,,0.02,mg N/L,9/12/2022,9/8/2022,15,2210957,0.002,,,0.491,0.02,mg/L,19,2210957,0.002,,,0.51,0.02,mg/L,8/26/2022,2,2210957,,,7.85,Std. Units,1/20/2023,1,149,2210957,0.018,,,0.66,0.1,mg/L,9/12/2022,9/8/2022,15,2210957,0.48,,,,15.5,4,ug/L,19,2210957,0.48,,,16.7,4,ug/L,8/29/2022,5,2210957,0.0012,,,4.87,0.01,mg/L,1/20/2023,1,149,2210957,0.009,,,3.44,0.1,mg/L,8/27/2022,1,3,2210957,0.002,,,1.61,0.18,mg/L,8/26/2022,2,2210957,,,,8.51,2,NTU,NLA_WI-10029
8/13/2024,2021593,NLA22_OH-10031,8/25/2022,1,OH,WATER,REGULAR,WRS,8/30/2022,1,5,2210961,0.0005,,,0.006,0.004,mg N/L,8/26/2022,1,2210961,,,,1330,,UEQ/L,1/20/2023,1,148,2210961,0.011,,,22,0.05,mg/L,9/7/2022,,140,ug/L,13,2210961,0.18,,,7,ug/L,1,225981,,800,8/27/2022,1,2,2210961,0.004,,,31.4,0.06,mg/L,8/26/2022,1,2210961,,,0,APHA PT-CO,8/26/2022,1,2210961,1,,,277,2,uS/cm AT 25 C,9/7/2022,1,13,2210961,0.024,,,4.15,0.2,mg/L,1/20/2023,1,148,2210961,0.003,,,7.73,0.02,mg/L,8/27/2022,1,2,2210961,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,8/27/2022,1,2,2210961,0.0006,ND,MDL,,0.02,mg N/L,9/12/2022,9/8/2022,14,2210961,0.002,,,0.355,0.02,mg/L,18,2210961,0.002,,,0.378,0.02,mg/L,8/26/2022,1,2210961,,,7.99,Std. Units,1/20/2023,1,148,2210961,0.018,,,2.9,0.1,mg/L,9/12/2022,9/8/2022,14,2210961,0.48,,,,5.3,4,ug/L,18,2210961,0.48,,,6,4,ug/L,8/29/2022,4,2210961,0.0012,,,1.08,0.01,mg/L,1/20/2023,1,148,2210961,0.009,,,15.4,0.1,mg/L,8/27/2022,1,2,2210961,0.002,,,10.3,0.18,mg/L,8/26/2022,1,2210961,,,,2.13,2,NTU,NLA_OH-10096
